Wydział,Prowadzący,Nazwa przedmiotu,Typ zajęć,Kierunek
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Praktyczna znajomość języka angielskiego - zintegrowana sprawność rozumienia i konwersacji,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Nauczanie języka angielskiego uczniów w wieku szkolnym i przedszkolnym,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Metodologia badań glottodydaktycznych,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Elwira Lewandowska,Dydaktyka szczegółowa języka angielskiego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Michał Lisecki,Komputerowe techniki wspomagania tłumaczenia,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Michał Lisecki,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych i literackich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Michał Lisecki,Współczesne teorie językoznawcze,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Michał Lisecki,Przekład audiowizualny,lab,Fil ang
Wydział Humanistyczno-Społeczny,dr Michał Lisecki,Współczesne teorie językoznawcze,wyk,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Barbara Loranc,Seminarium magisterskie,sem,Fil ang
Wydział Humanistyczno-Społeczny,mgr Monika Marek,Praktyczna znajomość języka angielskiego - ćwiczenia gramatyczne,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Monika Marek,Praktyczna znajomość języka angielskiego - ćwiczenia gramatyczne,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Teoria przekładu,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Seminarium magisterskie,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Wstęp do literaturoznawstwa,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Praktyczna znajomość języka angielskiego - przekład tekstów użytkowych i literackich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Współczesne teorie badań literaturoznawczych i kulturowych,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Tomasz Markiewka,Teoria przekładu,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Maciej Niemiec,Praktyczna znajomość języka angielskiego - zintegrowana sprawność rozumienia i konwersacji,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Język angielski w turystyce - zintegrowana sprawność rozumienia i konwersacji II,ćw,Tur
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Dydaktyka przedmiotowa języka angielskiego,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Dydaktyka przedmiotowa języka angielskiego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Konwersatorium dyplomowe,konw,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Nauczanie języka angielskiego uczniów w wieku szkolnym i przedszkolnym,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Marzena Okoń,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Agnieszka Palion-Musioł,Konwersatorium dyplomowe,konw,Fil hisz
Wydział Humanistyczno-Społeczny,dr Agnieszka Palion-Musioł,Praktyczna znajomość języka hiszpańskiego- ćwiczenia gramatyczne,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,dr Agnieszka Palion-Musioł,Seminarium dyplomowe,sem,Fil hisz
Wydział Humanistyczno-Społeczny,dr Agnieszka Palion-Musioł,Praktyczna znajomość języka hiszpańskiego - język specjalistyczny,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Krzysztof Polok,Podstawy dydaktyki,wyk,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Krzysztof Polok,Dydaktyka szczegółowa języka angielskiego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Krzysztof Polok,Dydaktyka szczegółowa języka angielskiego,ćw,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Krzysztof Polok,Współczesne teorie językoznawcze,wyk,Fil ang
Wydział Humanistyczno-Społeczny,mgr Kamil Pysz,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Małgorzata Raułyk-Dumanow,Język biznesu 1,ćw,Fil ang
Wydział Humanistyczno-Społeczny,mgr Małgorzata Raułyk-Dumanow,Praktyczna nauka języka angielskiego - pisanie tekstów akademickich,pnj,Fil ang
Wydział Humanistyczno-Społeczny,mgr Małgorzata Raułyk-Dumanow,Praktyczna znajomość języka angielskiego - ekspresja pisemna,pnj,Fil ang
Wydział Humanistyczno-Społeczny,dr Zuzanna Szatanik,Współczesna literatura angielska,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Zuzanna Szatanik,Współczesna literatura angielska,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Zuzanna Szatanik,Konwersatorium dyplomowe,konw,Fil ang
Wydział Humanistyczno-Społeczny,dr Zuzanna Szatanik,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Zuzanna Szatanik,Historia literatury amerykańskiej,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Tatiana Szczygłowska,Konwersatorium dyplomowe,konw,Fil ang
Wydział Humanistyczno-Społeczny,dr Tatiana Szczygłowska,Tłumaczenie pisemne,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Tatiana Szczygłowska,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,mgr Aleksandra Tulaja-Danel,Hiszpański język biznesu,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Aleksandra Tulaja-Danel,Praktyczna znajomość języka hiszpańskiego- rozumienie ze słuchu,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Aleksandra Tulaja-Danel,Praktyczna znajomość języka hiszpańskiego- ekspresja pisemna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Praktyczna znajomość języka hiszpańskiego - zintegrowana sprawność rozumienia i konwersacji,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Praktyczna znajomość 2-go języka kierunkowego - język kataloński,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Historia i kultura hiszpańskiego obszaru językowego,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Hiszpański kolokwialny,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Historia i kultura hiszpańskiego obszaru językowego,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Jaume Vidal,Praktyczna znajomość języka hiszpańskiego - ekspresja pisemna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,dr Anna Wieczorek,Podstawy dydaktyki,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Anna Wieczorek,Praktyczna nauka specjalistycznego języka angielskiego - ekspresja ustna-sztuka przemówień publicznych,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Anna Wieczorek,Język biznesu 2,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Anna Wieczorek,Seminarium dyplomowe,sem,Fil ang
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Praktyczna znajomość języka hiszpańskiego - ekspresja ustna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Przekład literacki,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Gramatyka opisowa języka hiszpańskiego,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Seminarium dyplomowe,sem,Fil hisz
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Gramatyka opisowa języka hiszpańskiego,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,dr Natalia Wiśniewska,Praktyczna znajomość języka hiszpańskiego- ekspresja pisemna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Katarzyna Worek,Hiszpański język biznesu,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Katarzyna Worek,Praktyczna znajomość języka hiszpańskiego- rozumienie ze słuchu,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,mgr Katarzyna Worek,Praktyczna znajomość języka hiszpańskiego - ekspresja ustna,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,dr Marcin Ziomek,Technologia informacyjna,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Piotr Żurek,Wstęp do językoznawstwa,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Piotr Żurek,Antropologiczne podstawy edukacji,wyk,PPiW
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Piotr Żurek,Antroplogia filozoficzna<br><strong>Af</strong> (Środa 09:00-10:30) - Antropologia filozoficzna,wyk,Ped
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Aleksandra Banot,Indywidualizacja procesu nauczania,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Aleksandra Banot,Indywidualizacja procesu nauczania,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Aleksandra Banot,Literatura powszechna,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Aleksandra Banot,Literatura powszechna,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Agnieszka Będkowska-Kopczyk,Kultura organizacyjna,konw,Zzl
Wydział Humanistyczno-Społeczny,dr Agnieszka Będkowska-Kopczyk,Ezpt,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Agnieszka Będkowska-Kopczyk,Wstęp do językoznawstwa,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,dr Agnieszka Będkowska-Kopczyk,Adiustacja i korekta tekstu<br><strong>Ezpt</strong> - Etyczne zagadnienia pracy tłumacza,ćw,Fil pol
Wydział Humanistyczno-Społeczny,mgr Anna Bergiel,Poetyka,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. dr hab. Marek Bernacki,Sztuka redagowania i retoryki,wyk,Inf
Wydział Humanistyczno-Społeczny,prof. dr hab. Marek Bernacki,Wykład monograficzny polonistyczny I,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. dr hab. Marek Bernacki,Oświecenie i romantyzm,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. dr hab. Marek Bernacki,Sztuka przygotowania wystąpień i retoryka,wyk,ZiIP
Wydział Humanistyczno-Społeczny,mgr Paulina Czernek-Pasierbek,Literatura polska dwudziestolecia miedzywojennego,ćw,Fil pol
Wydział Humanistyczno-Społeczny,mgr Paulina Czernek-Pasierbek,Literatura polska dwudziestolecia miedzywojennego,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Gram. hist.j.pol. z elem. jęz. s.c.s,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Ortografia i ortofonia,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Gram. hist.j.pol. z elem. jęz. s.c.s,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Lingwistyka tekstu,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Kultura języka,ćw,Kom int
Wydział Humanistyczno-Społeczny,dr Ewelina Gajewska,Język mediów i polityki,ćw,Kom int
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Michał Kopczyk,Historyczne konteksty liter. i kult.polskiej,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Michał Kopczyk,Seminarium magisterskie,sem,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Michał Kopczyk,Teoria literatury,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Michał Kopczyk,Teoria literatury,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Pomiar dydaktyczny w pracy nauczyciela,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Metodyka nauczania języka i lit. pol. w szkole podstawowej,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Metodyka nauczania języka i lit. pol. w szkole podstawowej,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Warsztat pracy wychowawczej nauczyciela,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Prawne aspekty funkcjonowania oświaty,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Angelika Matuszek,Prawo w oświacie,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Lidia Romaniszyn-Ziomek,Oświecenie i romantyzm,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Lidia Romaniszyn-Ziomek,Seminarium dyplomowe,sem,Fil pol
Wydział Humanistyczno-Społeczny,dr Lidia Romaniszyn-Ziomek,Praktyczna znajomość 2-go języka kierunkowego - język portugalski,pnj,Fil hisz
Wydział Humanistyczno-Społeczny,prof. dr hab. Tomasz Stępień,Analiza i interpretacja dzieła literackiego,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. dr hab. Tomasz Stępień,Wybrane zagadnienia z historii literatury,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. dr hab. Tomasz Stępień,Seminarium dyplomowe,sem,Kom int
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Jolanta Szarlej,Wykład monograficzny polonistyczny II,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Jolanta Szarlej,Leksyka. Leksykografia. Leksykologia,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Jolanta Szarlej,Wstęp do językoznawstwa,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Jolanta Szarlej,Gramatyka opisowa-morfologia,ćw,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Jolanta Szarlej,Gramatyka opisowa-morfologia,wyk,Fil pol
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Barbara Tomalak,Wiedza o kulturze,wyk,Fil pol
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Psycholingwistyka,wyk,Kom int
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Komunikacja interpersonalna,wyk,Kom int
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Komunikacja interpersonalna,ćw,Kom int
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Psychologia komunikacji,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Psychologia komunikacji,wyk,Fil ang
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Podstawy ekonomii dla tłumaczy,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Przemysław Brom,Negocjacje handlowe,wyk,Fil hisz
Wydział Humanistyczno-Społeczny,dr Krzysztof Feruga,Technologia informacyjna,ćw,Fil ang
Wydział Humanistyczno-Społeczny,dr Krzysztof Feruga,Technologia informacyjna,ćw,Fil hisz
Wydział Humanistyczno-Społeczny,dr Anna Foltyniak-Pękala,Projektowanie komunikacji (Communication design),wyk,Kom int
Wydział Humanistyczno-Społeczny,mgr Marta Lewicz-Więcław,Podstawy fotografii cyfrowej,proj,Kom int
Wydział Humanistyczno-Społeczny,dr Agata Ostrowska-Knapik,Retoryka i emisja głosu,wr,Soc
Wydział Humanistyczno-Społeczny,dr Agata Ostrowska-Knapik,Emisja głosu,ćw,Fil pol
Wydział Humanistyczno-Społeczny,dr Agata Ostrowska-Knapik,Retoryka w praktyce,ćw,Kom int
Wydział Humanistyczno-Społeczny,dr Agata Ostrowska-Knapik,Emisja i higiena głosu,ćw,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Katarzyna Ożańska-Ponikwia,Dydaktyka przedmiotowa języka angielskiego,ćw,Fil ang
Wydział Humanistyczno-Społeczny,prof. UBB dr hab. Katarzyna Ożańska-Ponikwia,Dydaktyka przedmiotowa języka angielskiego,wyk,Fil ang
Wydział Humanistyczno-Społeczny,mgr Jędrzej Pisarek,Podstawy fotografii cyfrowej,proj,Kom int
Wydział Humanistyczno-Społeczny,dr Robert Pysz,Seminarium dyplomowe,sem,Kom int
Wydział Humanistyczno-Społeczny,mgr Daria Urbańska,Copywriting,ćw,Kom int
Wydział Humanistyczno-Społeczny,mgr Joanna Wieczorek-Tyc,Systemy medialne w Polsce i na świecie,wyk,Kom int
Wydział Humanistyczno-Społeczny,dr Mateusz Żyła,Literatura i kultura popularna,ćw,Kom int
Wydział Humanistyczno-Społeczny,dr Mateusz Żyła,Analiza i interpretacja tekstu kultury,ćw,Kom int
Wydział Humanistyczno-Społeczny,dr Mateusz Żyła,Literatura i kultura popularna,wyk,Kom int
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Patrycja Antonik-Popiołek,Wytrzymałość materiałów 1,ćw,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Patrycja Antonik-Popiołek,Obliczenia inżynierskie,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Patrycja Antonik-Popiołek,Obliczenia inżynierskie,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marcin Bączek,Wybrane zagadnienia z fizyki,ćw,EP
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marcin Bączek,Wybrane zagadnienia z fizyki,wyk,EP
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marcin Bączek,Fizyka I,wyk,ZiIP
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Marcin Bączek,Fizyka I,ćw,ZiIP
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Basiura-Cembala,Fizyka 2,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Basiura-Cembala,Rentgenografia,ćw,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Basiura-Cembala,Rentgenografia,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Monika Basiura-Cembala,Podstawy fizyki miękkiej materii,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Dorota Biniaś,Gospodarka odpadami,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Dorota Biniaś,Badania jakościowe wody użytkowej,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Dorota Biniaś,Badania jakościowe wody użytkowej,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Włodzimierz Biniaś,Wybrane zagadnienia z fizyki,lab,EP
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Włodzimierz Biniaś,Fizyka,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Włodzimierz Biniaś,Spektroskopowe metody badań materiałów,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Włodzimierz Biniaś,Spektroskopowe metody badań materiałów,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Instalacje budowlane,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Materiały budowlane 2,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Remonty i eksploatacja konstrukcji budowlanych,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Instalacje budowlane,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Prowadzenie firmy budowlanej,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Wacław Brachaczek,Technologia betonu,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Fitosocjologia stosowana w ochr. i inż. środow.,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Biologia i ekologia ogólna,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Statystyka,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Synantropizacja układów przyrodniczych,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Ocena oddziaływania na środowisko,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Statystyczna analiza danych,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Statystyka,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. Damian Chmura,Biocenologia,wyk,Ochr śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr hab. inż. Kazimierz Drabczyk,Instalacje proekologiczne,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr hab. inż. Kazimierz Drabczyk,Instalacje proekologiczne,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr hab. inż. Kazimierz Drabczyk,Alternatywne źródła energii,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Fabia,Audyting energetyczny w budownictwie,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Fabia,Efektywność energetyczna,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Fabia,Efektywność energetyczna,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Fabia,Efektywność energetyczna,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Janusz Fabia,Przetwórstwo tworzyw sztucznych,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Beata Fryczkowska,Chemia ogólna i analityczna,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Ryszard Fryczkowski,Polimerowe materiały powłokotwórcze,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Ryszard Fryczkowski,Polimerowe materiały powłokotwórcze,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Tobiasz Gabryś,Materiały budowlane 2,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Tobiasz Gabryś,Materiały budowlane 1,lab,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Tobiasz Gabryś,Fizyka,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Andrzej Gawłowski,Ogrzewnictwo,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Andrzej Gawłowski,Ogrzewnictwo,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Andrzej Gawłowski,Przetwórstwo tworzyw sztucznych,proj,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Andrzej Gawłowski,Przetwórstwo tworzyw sztucznych,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Paweł Gawłowski,Geodezja,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Paweł Gawłowski,Geodezja,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Paweł Gawłowski,Geodezja,proj,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",mgr inż. Paweł Gawłowski,Geodezja,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Materiałoznawstwo instalacyjne,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Mechanika i wytrzymałość materiałów,ćw,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Materiałoznawstwo instalacyjne,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Mechanika i wytrzymałość materiałów,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Podstawy metrologii,ćw,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,ACAD,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,ACAD,proj,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Materiały i technologie kompozytowe,ćw,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Tadeusz Graczyk,Materiały i technologie kompozytowe,wyk,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Instalacje proekologiczne,wyk,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Budownictwo proekologiczne,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Instalacje proekologiczne,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Metody komp.w oczyszczaniu wody i ścieków,lab,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Seminarium dyplomowe,sem,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Metody komp.w oczyszczaniu wody i ścieków,wyk,Inż śr
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",prof. UBB dr hab. inż. Klaudiusz Grübel,Badania jakościowe wody użytkowej,lab,Inż mat
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Zielona infrastruktura,proj,Bud
"Wydział Inżynierii Materiałów, Budownictwa i Środowiska",dr inż. Joanna Grzybowska-Pietras,Materiały budowlane 2,lab,Bud
